opid,operator,atype,remarks,phase_of_flt,ac_mass,num_engs,date,time_of_day,state,height,speed,effect,sky,species,birds_seen,birds_struck
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE.,Approach,4,2,11/1/1998 0:00,Night,PA,1500,180,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,B-767-200,2 GULLS WERE HIT BY #1 ENG. AT LEAST 1 BIRD WAS INGESTED. SEVERAL  FAN BLADES WERE ADJUSTED. INCIDENT HAPPENED WITH ENGS AT IDLE.,Landing Roll,4,2,5/28/1998 0:00,Dawn,NY,0,110,None,Overcast,GULLS,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-82,FLT 1392,Take-off run,4,2,10/10/1999 0:00,Day,MO,0,130,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,DC-9-80,POSSIBLE BIRD STRIKE. NO DAMAGE OR ABNORMALITIES.,Climb,4,2,3/12/1997 0:00,Day,TX,50,170,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,B-727-200,"TURNING BASE ON TOP OF UNDERCAST/NIGHT HEARD IMPACT, SAW BIRD  REMAINS ON CAPT'S WINDSHLD.",Approach,4,3,10/25/1997 0:00,Night,PA,4000,210,None,Overcast,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,FK-100,FLT 1366,Climb,4,2,8/5/1998 0:00,Day,TN,30,150,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,RAIN SHOWERS IN AREA. GOOD VIZ UNDER CLOUDS.,Approach,4,2,1/31/1998 0:00,Day,CA,700,140,None,Some Cloud,GULLS,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,"LOUD NOISE (THUD, SOUND OF SHEET METAL BEING DENTED & POPPING  BACK OUT), BLOOD & REMAINS STREAKED ON FUSELAGE BELOW & FWD OF  CO-PILOTS SLIDING GLASS WINDOW & BACKWARD ON THE SLIDING WINDOW &  RT COCKPIT WINDOW. ENG INSTRUMENTS & CONTROLS NORMAL. NO DAMAGE.",Climb,4,2,4/25/1998 0:00,Night,TX,5000,250,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727,"HIT A FLOCK, # NOT REPTD, ASSUME 2-10",Climb,4,3,9/23/1998 0:00,Day,DC,500,150,NA,No Cloud,UNKNOWN BIRD - MEDIUM,NA,10-Feb
AAL,AMERICAN AIRLINES,B-757-200,SPARROW-LIKE. NO DAMAGE FOUND ON POST FLT INSPN.,Take-off run,4,2,8/5/1998 0:00,Day,MD,0,90,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,FLT1619 WAS FIRST LRG A/C DEPTR OF THE DAY. ARPT OPER PICKED UP 6  DEAD BIRDS. PER AMERICAN DISPATCH THERE WAS NO DAMAGE. PILOT  REPTD PASSING THRU 3 FLOCKS AND STRUCK THE THIRD ONE AT ROTATION.,Take-off run,4,2,3/30/1998 0:00,Day,CA,0,150,None,Some Cloud,EUROPEAN STARLING,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-80,FLT 825 REPTD A BIRD STRIKE ON FINAL. NO DAMAGE REPTD. TIME =  0216Z.,Approach,4,2,3/16/1998 0:00,Night,TX,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NA,Landing Roll,4,2,8/27/1998 0:00,Dawn,MA,0,100,None,Some Cloud,DUCKS,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE.,Climb,4,3,5/12/1998 0:00,Day,TX,4000,210,None,No Cloud,EUROPEAN STARLING,10-Feb,1
AAL,AMERICAN AIRLINES,B-737-800,NA,Landing Roll,4,2,3/29/1999 0:00,Night,CA,0,140,None,Some Cloud,GULLS,NA,1
AAL,AMERICAN AIRLINES,MD-82,NA,Take-off run,4,2,9/18/1997 0:00,Day,CO,0,100,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,A-300,PILOT THINKS HE LOST AN ANTENNA. FLT 1704X.,Approach,4,2,11/20/1997 0:00,Night,PA,400,130,NA,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,BIRD HIT UPPER L CENTER OF RADOME. NO DAMAGE FOUND DURING BIRD  STRIKE INSPN.,Climb,4,2,5/16/1998 0:00,Day,TX,100,150,None,No Cloud,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE/INJURY.  FORM ARRIVED WITH LATE AUG EARLY SEPT REPTS. EXACT DATE UNKN.,Approach,4,2,9/1/1997 0:00,Day,MD,100,140,NA,No Cloud,GULLS,NA,1
